age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
56,Male,Unemployed,4.180939775840407,Facebook,61,6.75355840556201,8.04046395460586,7.291555269465855,4.0,5.116545502198779,0.4191024304440629,8,False,False,4,11,21.927072437273132,6.336688286435082
46,Male,Health,3.2496029537166797,Twitter,59,9.16929611963351,5.063368162322373,5.165092998005627,7.0,5.103896756553941,0.6715191847959994,7,True,True,2,25,0.0,3.4124272560804627
32,Male,Finance,,Twitter,57,7.910952034409042,3.861762461136279,3.4740531656920655,4.0,8.583221815294962,0.6243776158798261,0,True,False,3,17,10.322044274435633,2.474943628456001
60,Female,Unemployed,,Facebook,59,6.355027219236192,2.9163309492583167,1.7748691740272262,6.0,6.05298417988897,1.2045404034280853,1,False,False,0,4,23.876615633882547,1.7336704416826048
25,Male,IT,,Telegram,66,6.214096290148244,8.868752637090383,,7.0,5.405706477416319,1.8762536932126062,1,False,True,1,30,10.653518724209471,9.693059763195668
38,Male,Finance,1.5125684014587888,Twitter,50,6.429312045749606,,4.081025618987782,5.0,5.515250796669619,1.5186119585364193,5,False,True,5,2,0.0,4.5687282153026025
56,Female,Unemployed,4.381069807409355,TikTok,60,3.9023088372875216,6.420989452422723,5.976408248839262,7.0,7.54984870353225,2.252623658268498,4,False,False,4,20,24.084905103717787,5.50137319764614
36,Female,Education,4.0891677766283365,Twitter,49,6.560467434739402,2.681829763722855,2.4469265730591663,4.0,6.325506938770657,0.7479976406845648,2,False,False,4,29,8.419648394574525,3.444376346020089
40,Female,Education,4.097400934778553,Instagram,57,5.839590148525396,3.2190218425112147,3.004240077935848,4.0,,0.0,10,False,True,2,10,0.0,1.9601308164011269
28,Other,IT,7.595577375716332,Twitter,64,5.888936239563789,,,3.0,6.7619521629834365,1.4498411391518424,10,False,False,1,18,6.959376860040466,6.808102455066059
28,Male,IT,3.341558657666664,Twitter,57,11.022034609577883,8.940636249933846,7.98325212177318,4.0,3.952547057449664,1.0286395697338597,5,True,True,1,3,13.514514952552608,9.41463650091356
41,Female,Finance,2.200060569880046,Twitter,59,10.14773194893199,7.696546030262496,,9.0,6.091282606105073,0.8892562947903992,8,True,False,4,30,8.732449110645707,6.02892575531464
53,Male,Student,2.715759672403874,TikTok,77,5.63715397676172,8.57550424943904,7.715133470742169,,4.559258062716896,0.5992929925996221,5,False,False,0,15,4.956755156887391,8.770683446859982
57,Male,Education,0.0,Twitter,60,6.8224418555077,8.850758210210204,7.930675032954072,5.0,6.764830217636996,1.3410698866980464,3,False,False,4,27,18.05265620437408,7.563357571684606
41,Male,Education,3.773326308046273,TikTok,65,8.636782458133002,7.511934181164728,6.773922720050245,10.0,7.921161118521855,1.263446215973914,6,True,False,4,20,12.767973869284933,6.849160000184833
20,Male,Student,5.826311296588029,TikTok,67,4.718497073144404,2.6458251909465096,2.8611708867422974,5.0,8.301198297157576,1.0870814432439675,9,False,False,4,0,8.095880944499394,2.1796916341349677
39,Male,Finance,2.3058030190036742,Twitter,64,7.050821060219934,6.983516467268029,6.629586652811088,9.0,4.847608145889511,0.0701891824176556,2,False,False,3,9,12.110619932651424,
19,Male,Health,5.621219699261981,Twitter,52,8.201916407038443,2.1544171632167686,2.0620804194199036,1.0,5.2232112988402015,1.9572388979681756,3,False,False,2,6,20.03264909482339,1.7317247371496371
41,Female,Health,,Twitter,47,8.618984052935092,8.515497659050606,7.428870814844699,5.0,6.275958604381801,0.0,2,False,False,2,26,0.22951067785773027,5.590405802498856
61,Female,Education,1.445357723648213,Twitter,62,6.419898207050239,6.873341151925841,5.957136871135499,6.0,6.975413397877197,0.0,4,True,True,3,17,14.088958681842806,5.44230501943273
47,Other,Health,1.4376657344061785,TikTok,63,7.61046105479489,7.832933411718364,6.969125318856361,7.0,5.399600829024012,1.0352279021586897,10,False,False,2,22,3.5657127073641313,6.49048125007927
55,Female,Finance,0.07150346863843371,TikTok,50,7.093237051352487,8.9687510927163,8.119665072027631,5.0,5.223283455334012,0.8803646735528823,2,False,False,1,21,4.72050127510353,8.548482374080775
19,Male,Health,5.916044259617864,Twitter,65,6.592757485749668,3.8735185828239573,2.974136908027594,5.0,5.546582305491265,0.8299391315458594,1,False,False,2,22,10.619488783288151,3.2074009749761734
38,Male,IT,4.030315420149807,TikTok,57,6.2998420552656915,6.851403385986502,6.073044145143145,7.0,5.006477533401897,1.2604472028596634,6,True,False,1,13,14.2517009923734,5.784979033352987
50,Male,Finance,4.242185462336886,Instagram,58,5.068888914640172,2.4288108550508287,1.4384179630413623,,7.7072907572090745,0.3485404165570244,7,True,False,2,14,14.331846886253956,0.8420772931458893
29,Male,Student,1.5515560832371853,Telegram,52,7.96537369608841,8.564363324635403,7.209460411624187,3.0,6.71104690988033,0.7722656611569734,8,False,False,0,22,6.724089810475565,7.587603667975378
39,Female,Education,4.593418669573279,Facebook,73,10.619574601181515,3.230612085152174,3.6600094885701457,2.0,6.773534022322253,1.9613181936251354,5,True,False,0,15,16.921902058764786,4.416550049921425
61,Female,Finance,1.9845964147418524,Telegram,56,5.983900411552443,5.981160383347692,5.672382929888017,3.0,,0.6879902912755647,10,True,False,0,9,0.6902942512724941,5.181729535882295
42,Male,Health,2.0766932054808267,Telegram,57,8.254002161129605,5.140097801076967,4.767331765932079,3.0,3.0,1.5605763793713208,0,True,True,2,0,16.438963672765478,6.1764998244603415
44,Male,Finance,5.144763132827894,Facebook,55,8.096871863884838,2.218581344303753,2.4169086798591684,,5.009060289236839,1.7489731958619692,0,False,False,0,24,5.104789444342766,0.5183717032366808
59,Male,Unemployed,,Twitter,74,7.90339858771938,2.10592819381172,2.1234512855387324,8.0,7.432226649283075,1.3997726730344364,8,False,False,0,23,1.934814370241705,1.3438645440760615
45,Male,Student,1.0034541198062865,Telegram,56,7.503856646145865,4.350017990262584,3.618640575481865,8.0,5.513561040741418,0.8499443229119544,5,True,False,2,16,1.8598385334812324,5.5720645615655116
33,Male,Unemployed,0.7656521995984868,Twitter,62,2.2021047716709257,2.9833576450909813,2.403117020263418,7.0,4.956083978457306,1.1733859718595459,6,True,False,3,1,16.982557923028843,3.7805520205373506
32,Female,Finance,2.7074438852856457,Twitter,59,5.399454954894098,8.31399347133363,7.986016314057592,7.0,7.178262022908912,0.23880631820524656,0,False,False,2,21,23.091730529722195,8.510192630239214
64,Male,Student,7.124254014015077,Instagram,59,6.7375730297604655,8.544160503095993,6.964985503391575,,,,4,True,False,3,8,31.21677865227743,8.689123963695192
61,Female,Student,2.480195084119649,TikTok,61,7.669313202826174,5.289302949233505,4.515495403857237,10.0,7.379771913696311,1.0243571257175927,0,False,False,2,10,13.482417145072741,5.589337823488065
20,Male,Finance,0.3991835125885883,Facebook,55,6.433980729191387,6.789495043945466,,9.0,4.734784813837022,1.337377970173824,5,False,False,2,23,1.0806283595103512,5.8892317069508255
54,Male,Education,1.749943183722754,Facebook,57,6.303235157019867,3.9382435746017466,3.8767323910308558,4.0,8.038740530328006,0.9128377983005513,4,False,False,3,13,13.08443572683785,5.512511516311731
24,Female,Education,2.0696462602663233,Facebook,52,7.208452862199355,8.027077221246362,,,8.757313556122348,1.0313971344580155,8,True,False,2,9,0.0,5.97114046598909
38,Female,Health,3.0942538852519728,TikTok,67,7.08645855199627,5.560696543715612,4.662193807152799,8.0,7.996752238585673,1.6883050399227761,8,False,False,2,25,3.351965037610144,4.870622594022838
26,Male,Unemployed,3.7262090442800284,Facebook,60,6.87105824139164,5.940536693573037,,1.0,6.017000351465942,2.2032768505246665,9,False,False,3,16,17.37128446898401,6.080559947190402
56,Female,Finance,,Telegram,60,8.002335463858577,4.109737260383254,3.2399024844784083,6.0,5.757353461692434,0.9817071869743985,0,True,False,3,17,15.050121514785122,2.1072355105214875
35,Male,Unemployed,0.5529223328392248,Facebook,46,4.8688095738722925,3.0797644348331996,2.973938095503063,5.0,5.432912863620792,0.8593124918568685,6,True,False,2,4,11.543032992268566,2.3419143997967864
21,Male,Unemployed,0.40111868640215675,Instagram,60,9.643722291251386,8.869538888938884,7.9342793418927755,4.0,5.7966529503772675,1.3129382769207243,7,False,True,1,5,19.533507233686194,8.959259063781898
42,Female,Finance,5.039176278466011,Twitter,58,6.291765531436794,7.546805467839596,6.834059711891591,3.0,7.405845811806444,2.966576899985745,3,False,False,1,2,21.69603488271964,6.133766687240218
31,Female,IT,,Twitter,59,5.538296145853846,2.9966257975802217,2.71189759793165,5.0,4.250314069574182,0.15701462041873582,9,False,True,2,4,8.983661147074923,3.70117864403941
26,Male,Education,3.5591772986372034,Instagram,51,9.284383376821632,8.480476499127825,7.054453195563564,6.0,5.232029660558982,,5,False,False,2,30,0.0,6.832963285171698
43,Male,Student,,TikTok,67,9.931233633986894,2.0592449507533384,1.6426768813837649,7.0,,2.0941907428886477,1,False,True,1,27,30.74638058821888,0.0
19,Female,IT,1.9904620993461355,TikTok,60,8.317581438539188,8.537355805267719,7.597030634880036,8.0,6.102316704076012,1.2803398179019645,0,True,False,1,29,14.392439413545851,6.532444804285157
37,Male,Finance,0.0,Facebook,62,10.675150657587377,7.774363582904603,7.586339465237845,6.0,,1.2926128714389145,3,False,False,0,19,14.298410760700325,7.220725067219375
45,Male,IT,,Facebook,66,4.8117724676022675,,4.4190912819170896,6.0,6.678753055720051,2.029745239239692,0,False,False,0,31,4.903220221036546,3.7114978491743518
64,Female,Education,5.620133439104666,Telegram,63,8.803146978995777,2.5808800879275875,2.742944820142082,5.0,6.858637880592437,1.3441014634959907,10,True,False,5,19,0.0,3.205556307144075
24,Female,Finance,2.9586154159044,Twitter,59,11.018555618001393,7.73431475751068,6.893086987930092,3.0,6.9479550115930016,0.7121476395458355,0,True,False,0,2,11.020764020117655,7.540387811915198
61,Male,Unemployed,1.6329208515087443,Facebook,51,7.969799586017083,8.90094844417116,7.3616116551830455,1.0,4.789860413706537,0.6933069800946909,9,False,False,4,11,21.948404636276116,8.878769766792416
25,Female,Unemployed,6.590503268918364,Instagram,48,2.2541032823849037,6.692181573695605,5.420393108308598,1.0,3.926680903242668,0.8127989858649791,3,True,False,3,12,3.9881655960913625,5.123468907628342
64,Female,Education,1.5698120616035278,TikTok,66,9.957394423650204,3.324562415086406,3.406939530294707,1.0,6.349141883939098,,2,True,False,2,25,9.190318792472695,4.540201597601328
52,Male,IT,4.589997969573998,Facebook,61,7.411127023202047,4.173630616116702,3.2440484883735197,1.0,6.639677236752334,0.8514142011844235,2,True,True,3,26,5.216176793157294,2.0446908714228105
31,Female,Health,0.009858801609563983,TikTok,55,8.793411270697742,4.942293492725969,4.276708433373928,7.0,9.832130947654106,0.6065444655412029,1,True,False,0,2,10.882241330786304,
34,Other,Student,3.9174712851663367,Twitter,45,5.682420632439501,4.06635207528905,,2.0,8.422770991647555,,10,False,False,4,26,11.930084440420432,2.5673832941805825
53,Male,Student,0.4021387378742891,Telegram,72,5.173965277035414,6.033503351131975,5.325118472728764,4.0,8.248283195955121,0.2729181532645971,1,False,False,1,22,11.132098612546137,4.06128390784453
57,Male,Health,3.757331202550075,TikTok,62,6.681095323923789,7.827750822379186,6.972137571347723,3.0,5.3780361502483265,0.9881247741058112,5,True,False,4,1,17.27280953380276,6.310735074444037
21,Female,Health,,TikTok,57,7.527907654686073,6.944950809459469,6.9195628101804205,6.0,5.298373754042569,0.9206923706816886,8,False,False,2,2,14.111141358060054,6.143465449959848
19,Female,Health,2.267765112158636,Facebook,61,2.752014973684348,5.482103616256513,5.394193720837338,4.0,,0.25131550250671064,10,True,False,2,9,6.292686882153475,7.734261535898735
23,Male,Education,,Facebook,49,3.8794825556673347,7.937436985239362,6.812805739051938,10.0,5.939011260795588,,5,False,False,2,7,3.7922379881759483,5.802003767362106
59,Female,Finance,5.167122019412776,Twitter,69,7.068988940311604,8.561590224384076,7.782286965893771,6.0,9.669677480575153,0.5612345773565316,6,False,False,1,13,30.658387637347754,7.378026394825915
21,Female,Health,2.8295694913053144,Telegram,51,6.001544284486164,2.4954921247161033,2.103487892293927,2.0,8.87062170783777,0.02314529313946423,2,False,False,2,13,12.542040590202692,0.0
46,Female,Education,3.7901852308228214,Facebook,50,7.1447701364488,3.103956906659862,2.1834922893696644,4.0,6.690619890939986,0.2787121009139295,2,False,False,2,26,7.000101380606305,1.9296418405776603
35,Female,Unemployed,8.694539037329239,Telegram,67,9.50956918619718,6.639874472184763,5.537632261717748,3.0,6.238619328017618,0.5001262785052294,8,False,False,1,13,0.0,5.742395546497269
43,Male,IT,0.49833582960855605,Telegram,58,8.668567292486038,7.817793613254247,6.775056842279851,,6.939733815712428,0.19608102375106962,8,False,True,3,22,14.368152712204651,8.104706830007714
61,Male,IT,1.4590023453524306,Facebook,56,9.146950510627313,6.368552307485003,5.894081942530983,9.0,5.0973094699593435,3.0,6,True,False,1,14,12.694225394767699,6.198401270641121
51,Female,Health,0.0,TikTok,53,5.818752307861592,3.542764420642941,2.7804952114540087,7.0,7.997244748104803,0.7790347836302871,8,False,False,2,11,3.3876198853903308,
27,Male,IT,0.0,Instagram,64,8.3638185636748,5.711110922358062,4.404630626520092,4.0,5.715426537484546,1.6843896888110725,4,True,True,2,6,0.4767811854238424,4.572272375363184
53,Female,Health,6.811090571420031,Twitter,52,3.757508589617857,2.8293700952328096,2.147642971250322,10.0,7.213723295925195,0.722990857973577,5,True,True,2,10,8.122276082606481,2.5496356895513594
31,Male,IT,2.161792799668915,Telegram,56,6.126468692882968,5.617262231869693,5.265213585518072,,7.41475940536592,1.1826274584037546,10,True,True,0,1,1.943422477451163,4.605971655148963
48,Male,IT,,TikTok,69,6.7344469940364196,3.31279819133853,2.4559526750213063,10.0,3.0,1.6683951260267076,10,False,True,1,18,10.643184708935191,2.317097828687647
65,Male,Finance,2.43469421925359,Telegram,76,5.671857351546034,3.551649351871127,4.266142698063823,9.0,7.92726395909349,2.594968922427629,0,True,False,3,29,21.73168859486833,4.131089975389679
32,Female,Finance,2.012029994948931,Facebook,61,2.3051496832490024,5.882354673418407,4.349644802623489,2.0,5.602479944404472,0.5452113705458965,10,False,False,3,23,0.0,5.2193599697675594
25,Female,IT,0.9012221072792257,Twitter,66,4.814427008877596,6.2500693302656,4.500942214332079,8.0,6.074014817105068,0.628350080931324,1,False,False,0,3,15.079578239219416,5.444899045392789
31,Female,Finance,,Twitter,55,6.892571890910141,3.172726637529225,,7.0,7.874516098954118,1.9189271480876187,8,False,True,1,24,27.515662831408843,2.2125272602748067
40,Male,Health,3.315270836806156,TikTok,70,10.451281139467332,5.677850939204358,5.16836270178341,1.0,,1.0007914273206964,8,False,False,3,21,2.6644466032008998,5.819830868353095
57,Male,Student,2.17974170467106,Telegram,73,6.330421723980115,8.11772194268781,7.106348642036497,5.0,7.283678027600235,0.8962557989544593,10,False,True,2,11,19.954034560476437,8.081758050039324
38,Female,Health,4.704052712397022,TikTok,69,10.208097507545993,3.4022894972562163,2.3162935171841172,9.0,5.619666216152599,0.0,10,True,False,1,13,4.154830677814649,2.5947042539743723
33,Male,Finance,2.876874138188327,Facebook,60,9.036383862381363,4.5442305708429265,4.9028079624519325,6.0,4.699636904529692,0.0,3,False,False,0,0,12.777321531647173,3.446825003266552
62,Female,Education,3.0268980676685735,Instagram,67,4.925052200924541,5.2367418527270075,5.200040221605444,,5.363291289528807,1.6334332402291603,3,False,False,6,8,7.387209074515413,5.378536443893983
35,Female,IT,2.615327478995143,Facebook,64,7.95067378194897,3.1984334487472608,2.6968618209028277,3.0,8.108067700691238,0.4772623094749626,7,False,False,2,30,11.911989660212136,3.268567261281525
64,Male,Finance,0.532309270288565,Telegram,55,9.994900564972554,2.9557835871586597,1.9953029952840233,1.0,5.930609687290605,1.7287164980232046,7,True,True,0,1,6.3966244949467015,2.258760267902143
41,Female,Unemployed,0.6121932659359461,Instagram,65,8.68989700509066,8.150548024993356,6.834171256486446,5.0,7.015483260806907,1.0592721350691563,1,False,False,4,5,0.0,7.481061577106051
43,Male,Unemployed,3.2413969642710208,Instagram,56,6.928628079363818,7.286280910987802,6.995379402566985,10.0,,,10,True,True,2,16,6.340013706600859,6.145915519866203
42,Female,Finance,1.4835372719757047,Instagram,55,6.984493325344541,2.487903388102756,,7.0,5.258503617948101,0.0,1,True,False,1,1,16.331264264533505,
62,Male,Finance,4.195709737002164,Facebook,63,3.0196345956062562,2.840976467066038,2.2179226082039274,7.0,6.809320102441096,0.0,5,True,False,0,25,0.0,2.9912997987941234
58,Male,Unemployed,2.3297292351092396,Telegram,67,7.462060695996741,7.263932517343403,6.277155788748882,8.0,6.3237896109563145,1.3102978569867645,4,False,False,2,13,6.794327544349968,6.50525358351523
46,Female,Health,1.4542275205999624,Instagram,55,3.6822504880540885,,,10.0,7.659991006607094,1.0287846122768916,5,True,False,2,27,13.19926393934486,6.620625725462642
32,Female,IT,3.5178209466656316,TikTok,63,7.4110633994831465,5.485998636699058,6.124940735169287,6.0,7.06351422016143,1.2234974137211272,1,True,False,3,31,1.5865059679181517,6.999748486560952
62,Female,Student,,Instagram,65,8.265888018659814,6.096871984811236,5.155044430513718,7.0,5.7927552937261035,1.4340804659338096,1,False,True,0,11,11.110582383499887,
18,Female,Unemployed,0.0,Facebook,61,7.304282297298157,2.2430520426936518,1.7136440363378105,4.0,5.410054034081908,0.19245780871838458,9,True,False,1,18,8.846835554856138,2.7316539914155102
42,Female,Unemployed,0.0,TikTok,65,4.35795603154547,3.8667988932663353,3.0257465995243202,8.0,7.657045715943066,0.4088133327235375,9,True,False,1,12,12.75520104739913,2.8630389793353235
24,Male,Unemployed,,Telegram,48,6.772253754152288,6.7759378777592945,6.3175790512314425,9.0,5.395500278915825,0.5536647649905024,2,True,False,3,2,16.273886905156804,5.64543109604946
26,Female,Finance,1.5148611159239258,Telegram,64,5.115891583432373,4.590760352788678,4.311624677648936,4.0,5.337726916079955,0.7164772476855217,0,True,False,0,21,14.204616242111712,5.158492206608034
41,Female,Education,3.3036581578727984,Facebook,71,5.158444942802119,2.136751915554936,1.7574219190070473,6.0,6.905097611888598,0.3624056014086917,7,True,False,1,16,12.953177183978507,
18,Male,Unemployed,3.464867684778568,Instagram,62,6.6485015464534705,8.487270362662237,7.788354312772887,8.0,5.140199880132765,1.4489158513874638,3,False,False,7,16,1.892515114800366,
61,Female,IT,5.406637934293819,Telegram,70,7.178904007824721,8.25103008505295,7.0353446953266525,6.0,7.282867843558912,0.3795279758587434,2,False,True,2,23,0.0,7.011572450791882
25,Female,Student,6.299134210105228,Twitter,70,6.738262995183006,7.791807124218991,7.20369601476709,6.0,7.076230409406532,1.0284780824605417,9,False,False,2,25,15.992473780399996,
41,Male,Unemployed,0.7119464921537553,Instagram,61,5.812897936234749,2.781832758290027,,4.0,3.9931743698290556,,6,False,False,3,27,17.111909492181866,2.994340125321245
28,Female,Education,2.70153821091304,TikTok,51,6.354835220161332,2.5689563367498605,1.8113615928269033,8.0,7.946939226190751,0.6591857250129156,1,False,False,3,5,16.113335913239887,1.446709999723252
34,Male,Unemployed,2.752916927519905,Facebook,53,8.170608269102555,5.3991435447614515,5.392778979011339,3.0,7.23812380649055,1.5033403799818919,0,False,False,2,28,9.50287573088763,
25,Male,Student,6.038059870216388,Facebook,53,7.813811591261274,2.3054571185655943,2.317278267987648,1.0,7.781403989340102,,7,True,False,2,22,0.0,2.6456062239558946
52,Male,Student,0.12110831869756256,TikTok,59,8.321229646028765,2.2436279919728963,3.244120092715695,7.0,9.39299270840267,0.6009672508608965,9,False,True,1,20,16.48841562962712,4.488792211813928
52,Female,Unemployed,5.87114634487913,Instagram,57,4.444149613269312,3.1755825449244846,3.4242696728510347,9.0,8.479868821971552,1.4189523491929668,9,False,False,1,14,16.540670994108915,4.986802580255807
50,Male,IT,4.1252521734174135,TikTok,66,5.296826242041515,6.775936081450161,5.489248919643183,3.0,6.61345840377304,2.0167255422646555,0,True,False,0,23,0.0,6.877793997312043
22,Female,Health,1.901294907253587,TikTok,58,7.185380310470686,4.442662167916614,4.34035022064587,3.0,6.994041465724033,0.13219336443702623,5,False,True,1,5,17.11074775313002,3.452594269935796
59,Female,Education,4.744573710994553,Twitter,54,6.509704154046558,6.744476060387923,5.903169091916603,4.0,7.6834696043794075,0.8944483356227526,4,False,False,2,11,12.6683649271722,6.928611236360309
56,Female,Unemployed,2.2501768999668315,TikTok,62,6.388060233166899,4.522422820218086,,7.0,7.964616902355637,1.740601757692577,3,True,False,3,21,1.8195632219330609,5.774385713743156
58,Male,Finance,0.0,Facebook,63,8.430568428777612,5.921375820409412,6.427089553296021,8.0,,0.03140767034591907,9,False,True,2,0,15.18791999900197,
45,Female,Student,3.2419561401349375,Telegram,66,8.496157239512474,6.5197563319452705,6.891604252914472,7.0,3.6046466827724406,0.0,10,False,False,4,18,5.147247442293449,7.730881475545296
24,Female,Education,2.471388797588883,Instagram,59,7.350579558687516,4.4508928353744235,3.727271669967761,3.0,6.527676661666502,1.6628005204513165,10,False,True,4,12,12.580854367264356,3.995413945597465
26,Female,IT,2.029021075185658,Telegram,53,1.5060365940353098,3.425019950288864,2.8924730868309165,10.0,5.869977138201002,0.7053892651284384,0,False,True,4,30,7.5010499194915115,2.3540626871783186
25,Female,Education,1.4186752818840336,TikTok,58,3.937765165970775,3.11534034437151,2.479970967826328,6.0,7.6447711935447655,1.4609803464358686,8,False,False,3,0,0.0,3.8960410703300585
29,Female,Finance,4.230857741011432,TikTok,65,6.4922562206076755,3.3204470999711164,2.7150202466497166,4.0,6.840965202458337,0.6700388332500422,6,False,False,3,17,21.019857534670066,1.3740257819134376
51,Female,Finance,2.970205026501262,Twitter,58,5.62637431865604,6.766005327769095,6.341939163855419,8.0,,0.8591551257676795,10,False,True,4,1,7.842642695661457,4.8963831958669095
50,Male,IT,2.049001850863237,Facebook,60,7.088303739467016,4.953795260437522,5.35569428761732,3.0,7.739247791359524,1.1573137868085066,10,False,False,2,1,10.723018158663217,4.703771878119999
